|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|numexpress|rdeco|count_word_text|count_word_sent
858|,|,|,|PNCT|821|44|20|PNCT|||239|3.0
859|.|.|.|PNCT|822|44|21|PNCT|||156|1.0
860|ну|ну|Ну|PRCL|823|45|1|BADW|||5|1.0
861|тот|то|то|ADJF|824|45|2|BADW|||22|2.0
862|есть|есть|есть|VERB|825|45|3|BADW|||34|1.0
863|прям|прям|прям|PRCL|826|45|4|BADW|||4|1.0
864|очень|очень|очень|ADVB|827|45|5|BADW|||4|1.0
865|колёсный|колёсный|колёсный|ADJF|828|45|6||||2|1.0
866|вариант|вариант|вариант|NOUN|829|45|7||||3|1.0
867|этот|это|это|ADJF|830|45|8|BADW|||50|1.0
868|полметра|полметра|полметра|NOUN|831|45|9||||4|1.0
869|к|к|к|NOUN|832|45|10|BADW|||5|1.0
870|корпус|корпусу|корпусу|NOUN|833|45|11||||20|1.0
871|метровый|метровому|метровому|ADJF|834|45|12||||2|1.0
872|,|,|,|PNCT|835|45|13|PNCT|||239|1.0
873|однако|однако|однако|CONJ|836|45|14|BADW|||5|1.0
874|броня|брони|брони|NOUN|837|45|15|SPEC|||28|1.0
875|тот|то|то|ADJF|838|45|16|BADW|||22|2.0
876|в|в|в|NOUN|839|45|17|BADW|||85|2.0
877|он|нём|нём|NPRO|840|45|18|BADW|||6|1.0
878|больше|больше|больше|ADVB|841|45|19|BADW|||4|1.0
880|в|в|в|NOUN|842|45|20|BADW|||85|2.0
879|3р|в 3 раза|в 3 раза|NUSR|842|45|20|NUSR|39||3|1.0
881|3|3|3|NUMB|843|45|21|NUMB|||7|1.0
882|раз|раза|раза|NOUN|844|45|22||||12|1.0
883|.|.|.|PNCT|845|45|23|PNCT|||156|1.0
884|15%|15%|15%|NUSR|846|46|1|NUSR|||4|1.0
885|по|по|по|PREP|847|46|2|BADW|||39|1.0
886|металлический|металлической|металлической|ADJF|848|46|3||||1|1.0
887|часть|части|части|NOUN|849|46|4||||6|1.0
888|.|.|.|PNCT|850|46|5|PNCT|||156|1.0
889|схема|схема|Схема|NOUN|851|47|1||||2|1.0
890|.|.|.|PNCT|852|47|2|PNCT|||156|1.0
891|в|в|В|NOUN|853|48|1|BADW|||85|2.0
892|принцип|принципе|принципе|NOUN|854|48|2||||2|1.0
893|не|не|не|PRCL|855|48|3||||39|2.0
894|есть|буду|буду|VERB|856|48|4|BADW|||34|1.0
895|заморачиваться|заморачиваться|заморачиваться|UNKN|857|48|5|UNKN|||1|1.0
896|с|с|с|NOUN|858|48|6|BADW|||27|1.0
897|правильный|правильным|правильным|ADJF|859|48|7||||1|1.0
898|угол|углом|углом|NOUN|860|48|8||||4|1.0
899|наклон|наклона|наклона|NOUN|861|48|9||||2|1.0
900|нлд|нлд|НЛД|UPPR|862|48|10|UPPR|||4|1.0
901|или|или|или|CONJ|863|48|11|BADW|||11|1.0
902|вставка|вставкой|вставкой|NOUN|864|48|12||||1|1.0
903|визуально|визуально|визуально|ADVB|865|48|13|BADW|||1|1.0
904|крыша|крыши|крыши|NOUN|866|48|14||||11|1.0
905|в|в|в|NOUN|867|48|15|BADW|||85|2.0
906|борт|борта|борта|NOUN|868|48|16||||11|1.0
907|вместо|вместо|вместо|PREP|869|48|17|BADW|||2|1.0
908|поклажа|поклажи|поклажи|NOUN|870|48|18||||1|1.0
909|она|её|её|NPRO|871|48|19|BADW|||4|1.0
910|сверху|сверху|сверху|PREP|872|48|20|BADW|||4|1.0
911|,|,|,|PNCT|873|48|21|PNCT|||239|2.0
912|хватит|хватит|хватит|VERB|874|48|22||||1|1.0
913|тот|того|того|ADJF|875|48|23|BADW|||22|1.0
914|что|что|что|PRCL|876|48|24|BADW|||25|1.0
915|под|под|под|PREP|877|48|25|BADW|||17|1.0
916|мотор|мотор|мотор|NOUN|878|48|26||||2|1.0
917|габаритен|габаритно|габаритно|ADJS|879|48|27||||1|1.0
918|1050м|1050 мм|1050 мм|NUSR|880|48|28|NUSR|40||1|1.0
919|1050|1050|1050|NUMB|880|48|28|NUMB|||1|1.0
920|мм|мм|мм|INTJ|881|48|29|BADW|||12|1.0
921|там|там|там|ADVB|882|48|30|BADW|||17|1.0
922|где|где|где|CONJ|883|48|31|BADW|||2|1.0
923|он|он|он|NPRO|884|48|32|BADW|||6|1.0
924|менее|менее|менее|ADVB|885|48|33|BADW|||4|1.0
925|1000|1000|1000|NUMB|886|48|34|NUMB|||1|1.0
926|,|,|,|PNCT|887|48|35|PNCT|||239|2.0
927|я|я|я|NPRO|888|48|36|BADW|||6|1.0
928|же|же|же|PRCL|889|48|37|BADW|||11|1.0
929|блог|блог|блог|NOUN|890|48|38||||6|1.0
930|пишу|пишу|пишу|VERB|891|48|39||||4|1.0
931|а|а|а|CONJ|892|48|40|BADW|||36|1.0
932|не|не|не|PRCL|893|48|41||||39|2.0
933|эскиз|эскиз|эскиз|NOUN|894|48|42||||1|1.0
934|вышестоящий|вышестоящему|вышестоящему|ADJF|895|48|43||||1|1.0
935|конструктор|конструктору|конструктору|NOUN|896|48|44||||1|1.0
936|.|.|.|PNCT|897|48|45|PNCT|||156|1.0
937|ведь|ведь|Ведь|CONJ|898|49|1|BADW|||5|1.0
938|мы|нас|нас|NPRO|899|49|2|BADW|||7|1.0
939|устраиваю|устраивает|устраивает|VERB|900|49|3||||1|1.0
940|что|что|что|PRCL|901|49|4|BADW|||25|1.0
941|сарай|сарай|сарай|NOUN|902|49|5||||2|1.0
942|стал|стал|стал|VERB|903|49|6||||5|1.0
943|больше|больше|больше|ADVB|904|49|7|BADW|||4|1.0
944|в|в|в|NOUN|905|49|8|BADW|||85|2.0
945|половина|половину|половину|NOUN|906|49|9||||2|1.0
946|а|а|а|CONJ|907|49|10|BADW|||36|1.0
947|броня|брони|брони|NOUN|908|49|11|SPEC|||28|1.0
949|в|в|в|NOUN|909|49|12|BADW|||85|2.0
948|3р|в 3 раза|в 3 раза|NUSR|909|49|12|NUSR|41||3|1.0
950|3|3|3|NUMB|910|49|13|NUMB|||7|1.0
951|раз|раза|раза|NOUN|911|49|14||||12|1.0
952|.|.|.|PNCT|912|49|15|PNCT|||156|1.0
953|я|я|Я|NPRO|913|50|1|BADW|||6|1.0
954|даже|даже|даже|PRCL|914|50|2|BADW|||6|1.0
955|огранка|огранку|огранку|NOUN|915|50|3||||1|1.0
956|делать|делать|делать|INFN|916|50|4||||2|1.0
957|не|не|не|PRCL|917|50|5||||39|1.0
958|есть|буду|буду|VERB|918|50|6|BADW|||34|1.0
959|чтобы|чтобы|чтобы|PRCL|919|50|7|BADW|||7|1.0
960|добыть|добыть|добыть|INFN|920|50|8||||1|1.0
961|ещё|ещё|ещё|ADVB|921|50|9|BADW|||17|1.0
962|10%|10%|10%|NUSR|922|50|10|NUSR|||2|1.0
963|броня|брони|брони|NOUN|923|50|11|SPEC|||28|1.0
964|.|.|.|PNCT|924|50|12|PNCT|||156|1.0
965|просто|просто|Просто|PRCL|925|51|1|BADW|||5|1.0
966|полный|полная|полная|ADJF|926|51|2||||9|1.0
967|сборка|сборка|сборка|NOUN|927|51|3||||1|1.0
968|есть|будет|будет|VERB|928|51|4|BADW|||34|1.0
969|в|в|в|NOUN|929|51|5|BADW|||85|1.0
970|следующий|следующем|следующем|ADJF|930|51|6||||1|1.0
971|выпуск|выпуске|выпуске|NOUN|931|51|7||||2|1.0
972|,|,|,|PNCT|932|51|8|PNCT|||239|2.0
973|а|а|а|CONJ|933|51|9|BADW|||36|2.0
974|этот|это|это|ADJF|934|51|10|BADW|||50|1.0
975|по|по|по|PREP|935|51|11|BADW|||39|1.0
976|умолчание|умолчанию|умолчанию|NOUN|936|51|12||||1|1.0
977|аппарат|аппарат|аппарат|NOUN|937|51|13|SPEC|||2|1.0
978|типа|типа|типа|PRCL|938|51|14|BADW|||2|1.0
979|гроб|гроб|гроб|NOUN|939|51|15||||4|1.0
980|собранный|собранный|собранный|ADJF|940|51|16||||1|1.0
981|из|из|из|PREP|941|51|17|BADW|||8|1.0
982|листовой|листового|листового|ADJF|942|51|18||||3|1.0
983|железа|железа|железа|NOUN|943|51|19||||1|1.0
984|,|,|,|PNCT|944|51|20|PNCT|||239|2.0
985|а|а|а|CONJ|945|51|21|BADW|||36|2.0
986|значит|значит|значит|CONJ|946|51|22|BADW|||4|1.0
987|весь|весь|весь|NOUN|947|51|23||||10|1.0
988|он|он|он|NPRO|948|51|24|BADW|||6|1.0
989|сугубо|сугубо|сугубо|ADVB|949|51|25|BADW|||1|1.0
990|настолько|настолько|настолько|ADVB|950|51|26|BADW|||1|1.0
991|утилитарный|утилитарный|утилитарный|ADJF|951|51|27||||1|1.0
992|что|что|что|PRCL|952|51|28|BADW|||25|1.0
993|стоило|стоит|стоит|VERB|953|51|29||||2|1.0
994|меньше|меньше|меньше|COMP|954|51|30||||4|1.0
995|чем|чем|чем|CONJ|955|51|31|BADW|||11|1.0
996|парный|парный|парный|ADJF|956|51|32||||1|1.0
997|пуск|пуск|пуск|NOUN|957|51|33||||1|1.0
998|авиаптуров|авиаптуров|авиаПТУРов|UNKN|958|51|34|UNKN|||1|1.0
999|.|.|.|PNCT|959|51|35|PNCT|||156|1.0
1000|сабж|сабж|Сабж|NOUN|960|52|1||||4|1.0
1001|на|на|на|PRCL|961|52|2|BADW|||65|1.0
1002|25т|25 т|25 т|NUSR|962|52|3|NUSR|42||7|1.0
1003|25|25|25|NUMB|962|52|3|NUMB|||2|1.0
1004|т|т|т|NOUN|963|52|4|BADW|||8|1.0
1005|,|,|,|PNCT|964|52|5|PNCT|||239|1.0
1006|реально|реально|реально|ADVB|965|52|6|BADW|||1|1.0
1007|вышел|вышел|вышел|VERB|966|52|7||||7|1.0
1008|по|по|по|PREP|967|52|8|BADW|||39|1.0
1009|цена|цене|цене|NOUN|968|52|9||||6|1.0
1010|ниже|ниже|ниже|CONJ|969|52|10|BADW|||3|1.0
1011|птрк|птрк|ПТРК|ABVR|970|52|11|SPEC|||3|1.0
1012|спайк|спайк|Спайк|TITL|971|52|12|TITL|||1|1.0
1013|или|или|или|CONJ|972|52|13|BADW|||11|1.0
1014|джавелин|джавелин|Джавелин|TITL|973|52|14|TITL|||1|1.0
1015|.|.|.|PNCT|974|52|15|PNCT|||156|1.0
1016|технически|технически|Технически|ADVB|975|53|1||||1|1.0
1017|этот|это|это|ADJF|976|53|2|BADW|||50|1.0
1018|ходовой|ходовая|ходовая|ADJF|977|53|3||||16|1.0
1019|грузовик|грузовика|грузовика|NOUN|978|53|4||||1|1.0
1020|на|на|на|PRCL|979|53|5|BADW|||65|1.0
1021|который|которую|которую|ADJF|980|53|6|BADW|||5|1.0
1022|поставлен|поставлен|поставлен|PRTS|981|53|7||||1|1.0
1023|корпус|корпус|корпус|NOUN|982|53|8||||20|1.0
1024|и|и|и|PRCL|983|53|9|BADW|||104|1.0
1025|мто|мто|МТО|ABVR|984|53|10|SPEC|||9|1.0
1026|перенесён|перенесено|перенесено|PRTS|985|53|11||||1|1.0
1027|бронекапуслы|бронекапуслы|бронекапуслы|UNKN|986|53|12|UNKN|||1|1.0
1028|.|.|.|PNCT|987|53|13|PNCT|||156|1.0
1029|по|по|По|PREP|988|54|1|BADW|||39|1.0
1030|цена|цене|цене|NOUN|989|54|2||||6|1.0
1031|фура+работа+листовая|фура+работа+листовая|фура+работа+листовая|NAME|990|54|3|NAME|||1|1.0
1032|броня|броня|броня|NOUN|991|54|4|SPEC|||28|1.0
1033|.|.|.|PNCT|992|54|5|PNCT|||156|1.0
1034|причём|причём|Причём|CONJ|993|55|1|BADW|||3|1.0
1035|от|от|от|PREP|994|55|2|BADW|||18|1.0
1036|рпг|рпг|РПГ|ABVR|995|55|3|SPEC|||2|1.0
1037|есть|был|был|VERB|996|55|4|BADW|||34|1.0
1038|обвешан|обвешан|обвешан|PRTS|997|55|5||||1|1.0
1039|решётка|решёткой|решёткой|NOUN|998|55|6||||1|1.0
1040|,|,|,|PNCT|999|55|7|PNCT|||239|1.0
1041|можно|можно|можно|PRED|1000|55|8|BADW|||24|1.0
1042|туда|туда|туда|ADVB|1001|55|9|BADW|||4|1.0
1043|и|и|и|PRCL|1002|55|10|BADW|||104|1.0
1044|сирийский|сирийскую|Сирийскую|ADJF|1003|55|11|CLIV|||1|1.0
1045|повесить|повесить|повесить|INFN|1004|55|12||||2|1.0
1046|.|.|.|PNCT|1005|55|13|PNCT|||156|1.0
1047|тут|тут|Тут|ADVB|1006|56|1|BADW|||9|1.0
1048|более|более|более|ADVB|1007|56|2|BADW|||5|1.0
1049|тонна|тонны|тонны|NOUN|1008|56|3||||18|1.0
1050|чистый|чистой|чистой|ADJF|1009|56|4||||1|1.0
1051|масса|массы|массы|NOUN|1010|56|5||||12|2.0
1052|на|на|на|PRCL|1011|56|6|BADW|||65|1.0
1053|квадратный|квадратный|квадратный|ADJF|1012|56|7||||1|1.0
1054|метр|метр|метр|NOUN|1013|56|8||||15|1.0
1055|,|,|,|PNCT|1014|56|9|PNCT|||239|2.0
1056|кроме|кроме|кроме|PREP|1015|56|10|BADW|||2|1.0
1057|крыши+дна|крыши+дна|крыши+дна|NAME|1016|56|11|NAME|||1|1.0
1058|,|,|,|PNCT|1017|56|12|PNCT|||239|2.0
1059|но|но|но|INTJ|1018|56|13|BADW|||13|1.0
1060|и|и|и|PRCL|1019|56|14|BADW|||104|2.0
1061|они|они|они|NPRO|1020|56|15|BADW|||10|1.0
1062|иду|идут|идут|VERB|1021|56|16||||2|1.0
1063|с|с|с|NOUN|1022|56|17|BADW|||27|1.0
1064|запас|запасом|запасом|NOUN|1023|56|18||||3|2.0
1065|и|и|и|PRCL|1024|56|19|BADW|||104|2.0
1066|ещё|ещё|ещё|ADVB|1025|56|20|BADW|||17|1.0
1067|запас|запас|запас|NOUN|1026|56|21||||3|2.0
1068|до|до|до|PREP|1027|56|22|BADW|||12|1.0
1069|полный|полной|полной|ADJF|1028|56|23||||9|1.0
1070|масса|массы|массы|NOUN|1029|56|24||||12|2.0
1071|50|50|50|NUMB|1030|56|25|NUMB|||4|1.0
1072|.|.|.|PNCT|1031|56|26|PNCT|||156|1.0
1073|однако|однако|Однако|CONJ|1032|57|1|BADW|||5|1.0
1074|этот|это|это|ADJF|1033|57|2|BADW|||50|2.0
1075|бтр|бтр|БТР|ABVR|1034|57|3|SPEC|||5|1.0
1076|с|с|с|NOUN|1035|57|4|BADW|||27|3.0
1077|лишний|лишними|лишними|ADJF|1036|57|5||||1|1.0
1078|шина|шинами|шинами|NOUN|1037|57|6||||16|1.0
1079|и|и|и|PRCL|1038|57|7|BADW|||104|4.0
1080|листовой|листовой|листовой|ADJF|1039|57|8||||3|1.0
1081|железо|железо|железо|NOUN|1040|57|9||||1|1.0
1082|,|,|,|PNCT|1041|57|10|PNCT|||239|2.0
1083|тот|то|то|ADJF|1042|57|11|BADW|||22|1.0
1084|есть|есть|есть|VERB|1043|57|12|BADW|||34|1.0
1085|крайне|крайне|крайне|ADVB|1044|57|13|BADW|||2|1.0
1086|малоценный|малоценное|малоценное|ADJF|1045|57|14||||1|1.0
1087|изделие|изделие|изделие|NOUN|1046|57|15||||3|1.0
1088|намного|намного|намного|ADVB|1047|57|16|BADW|||3|1.0
1089|дешевее|дешевле|дешевле|COMP|1048|57|17||||3|1.0
1090|весь|всех|всех|ADJF|1049|57|18||||10|2.0
1091|в|в|в|NOUN|1050|57|19|BADW|||85|4.0
1092|мир|мире|мире|NOUN|1051|57|20||||2|1.0
1093|мрап|мрап|МРАП|ABVR|1052|57|21|SPEC|||6|1.0
1094|с|с|с|NOUN|1053|57|22|BADW|||27|3.0
1095|ценник|ценником|ценником|NOUN|1054|57|23||||1|1.0
1097|от|от|от|PREP|1055|57|24|BADW|||18|1.0
1096|0,5м|от 0,5 млн|от 0,5 млн|NUSR|1055|57|24|NUSR|43||1|1.0
1098|0,5|0,5|0,5|NUSR|1056|57|25|NUSR|||2|1.0
1099|млн|млн|млн|NOUN|1057|57|26||||2|1.0
1100|уё|уё|уЁ|UNKN|1058|57|27|UNKN|||1|1.0
1101|что|что|что|PRCL|1059|57|28|BADW|||25|1.0
1102|жх|жгут хуситы|Жгут Хуситы|NAME|1060|57|29|NAME|44||1|1.0
1103|жгут|жгут|Жгут|NOUN|1060|57|29|TITL|||1|1.0
1104|хуситы|хуситы|Хуситы|TITL|1061|57|30|TITL|||1|1.0
1105|в|в|в|NOUN|1062|57|31|BADW|||85|4.0
1106|йемен|йемене|Йемене|NOUN|1063|57|32|SPEC|||1|1.0
1107|развивая|развивая|развивая|GRND|1064|57|33||||1|1.0
1108|наступление|наступление|наступление|NOUN|1065|57|34||||1|1.0
1109|в|в|в|NOUN|1066|57|35|BADW|||85|4.0
1110|глубь|глубь|глубь|NOUN|1067|57|36||||1|1.0
1111|саудии|саудии|Саудии|TITL|1068|57|37|TITL|||1|1.0
1112|и|и|и|PRCL|1069|57|38|BADW|||104|4.0
1113|нанося|нанося|нанося|GRND|1070|57|39||||1|1.0
1114|сотня|сотни|сотни|NOUN|1071|57|40||||3|1.0
1115|удар|ударов|ударов|NOUN|1072|57|41||||1|1.0
1116|с|с|с|NOUN|1073|57|42|BADW|||27|3.0
1117|воздух|воздуха|воздуха|NOUN|1074|57|43||||2|1.0
1118|и|и|и|PRCL|1075|57|44|BADW|||104|4.0
1119|перехватывая|перехватывая|перехватывая|GRND|1076|57|45||||1|1.0
1120|танкер|танкеры|танкеры|NOUN|1077|57|46|SPEC|||1|1.0
1121|и|и|и|PRCL|1078|57|47|BADW|||104|4.0
1122|эсминец|эсминцы|эсминцы|NOUN|1079|57|48|SPEC|||1|1.0
1123|,|,|,|PNCT|1080|57|49|PNCT|||239|2.0
1124|всё|всё|всё|PRCL|1081|57|50|BADW|||9|1.0
1125|этот|это|это|ADJF|1082|57|51|BADW|||50|2.0
1126|босиком|босиком|босиком|ADVB|1083|57|52|BADW|||1|1.0
1127|в|во|во|PREP|1084|57|53|BADW|||85|4.0
1128|весь|всех|всех|ADJF|1085|57|54||||10|2.0
1129|смысл|смыслах|смыслах|NOUN|1086|57|55||||2|1.0
1130|.|.|.|PNCT|1087|57|56|PNCT|||156|1.0
1131|так|так|Так|ADVB|1088|58|1|BADW|||9|1.0
1132|что|что|что|PRCL|1089|58|2|BADW|||25|1.0
1133|делать|делать|делать|INFN|1090|58|3||||2|1.0
1134|сарай|сарай|сарай|NOUN|1091|58|4||||2|1.0
1135|из|из|из|PREP|1092|58|5|BADW|||8|1.0
1136|лист|листа|листа|NOUN|1093|58|6||||4|1.0
1137|весьма|весьма|весьма|ADVB|1094|58|7|BADW|||6|1.0
1138|разумно|разумно|разумно|ADVB|1095|58|8|BADW|||1|1.0
1139|,|,|,|PNCT|1096|58|9|PNCT|||239|1.0
1140|даже|даже|даже|PRCL|1097|58|10|BADW|||6|1.0
1141|против|против|против|ADVB|1098|58|11|BADW|||7|1.0
1142|всякий|всяких|всяких|ADJF|1099|58|12||||1|1.0
1143|леклерков|леклерков|Леклерков|TITL|1100|58|13|TITL|||1|1.0
1144|с|с|с|NOUN|1101|58|14|BADW|||27|1.0
1145|ф15|ф15|Ф15|DSNU|1102|58|15|DSNU|||1|1.0
1146|.|.|.|PNCT|1103|58|16|PNCT|||156|1.0
1147|ну|ну|Ну|PRCL|1104|59|1|BADW|||5|1.0
1148|таков|такова|такова|ADJS|1105|59|2||||1|1.0
1149|практика|практика|практика|NOUN|1106|59|3||||1|1.0
1150|.|.|.|PNCT|1107|59|4|PNCT|||156|1.0
1151|тонна|тонна|Тонна|NOUN|1108|60|1||||18|1.0
1152|на|на|на|PRCL|1109|60|2|BADW|||65|2.0
1153|квадрат|квадрат|квадрат|NOUN|1110|60|3||||7|2.0
1154|этот|это|это|ADJF|1111|60|4|BADW|||50|1.0
1155|свшп|свшп|СВШП|UPPR|1112|60|5|UPPR|||3|1.0
1156|1150к|1150 кг|1150 кг|NUSR|1113|60|6|NUSR|45||1|1.0
1157|1150|1150|1150|NUMB|1113|60|6|NUMB|||1|1.0
1158|кг|кг|кг|NOUN|1114|60|7||||7|1.0
1159|на|на|на|PRCL|1115|60|8|BADW|||65|2.0
1160|квадрат|квадрат|квадрат|NOUN|1116|60|9||||7|2.0
1161|или|или|или|CONJ|1117|60|10|BADW|||11|1.0
1162|150мм|150мм|150мм|NUSR|1118|60|11|NUSR|||1|1.0
1163|гомогенный|гомогенной|гомогенной|ADJF|1119|60|12||||2|1.0
1164|броня|брони|брони|NOUN|1120|60|13|SPEC|||28|1.0
1165|по|по|по|PREP|1121|60|14|BADW|||39|1.0
1166|нормаль|нормали|нормали|NOUN|1122|60|15||||1|1.0
1167|,|,|,|PNCT|1123|60|16|PNCT|||239|1.0
1168|не|не|не|PRCL|1124|60|17||||39|1.0
1169|кисло|кисло|кисло|ADVB|1125|60|18|BADW|||1|1.0
1170|.|.|.|PNCT|1126|60|19|PNCT|||156|1.0
1171|калькуляция|калькуляция|Калькуляция|NOUN|1127|61|1||||1|1.0
1172|,|,|,|PNCT|1128|61|2|PNCT|||239|4.0
1173|и|и|и|PRCL|1129|61|3|BADW|||104|2.0
1174|да|да|да|INTJ|1130|61|4|BADW|||8|1.0
1175|ещё|ещё|ещё|ADVB|1131|61|5|BADW|||17|1.0
1176|рано|рано|рано|ADVB|1132|61|6|BADW|||1|1.0
1177|расходился|расходится|расходится|VERB|1133|61|7||||1|1.0
1178|,|,|,|PNCT|1134|61|8|PNCT|||239|4.0
1179|ведь|ведь|ведь|CONJ|1135|61|9|BADW|||5|1.0
1180|над|надо|надо|PREP|1136|61|10|BADW|||8|1.0
1181|туда|туда|туда|ADVB|1137|61|11|BADW|||4|1.0
1182|бахнуть|бахнуть|бахнуть|INFN|1138|61|12||||1|1.0
1183|оружие|оружие|оружие|NOUN|1139|61|13||||1|1.0
1184|от|от|от|PREP|1140|61|14|BADW|||18|1.0
1185|всего|всего|всего|PRCL|1141|61|15|BADW|||2|1.0
1186|,|,|,|PNCT|1142|61|16|PNCT|||239|4.0
1187|обзор|обзор|обзор|NOUN|1143|61|17||||2|1.0
1188|лучше|лучше|лучше|PRCL|1144|61|18|BADW|||1|1.0
1189|чем|чем|чем|CONJ|1145|61|19|BADW|||11|1.0
1190|у|у|у|INTJ|1146|61|20|BADW|||18|1.0
1191|весь|всех|всех|ADJF|1147|61|21||||10|1.0
1192|в|в|в|NOUN|1148|61|22|BADW|||85|3.0
1193|мир|мире|мире|NOUN|1149|61|23||||2|1.0
1194|и|и|и|PRCL|1150|61|24|BADW|||104|2.0
1195|чтобы|чтобы|чтобы|PRCL|1151|61|25|BADW|||7|1.0
1196|птур|птур|ПТУР|ABVR|1152|61|26|SPEC|||3|1.0
1197|тандемный|тандемный|тандемный|ADJF|1153|61|27||||2|1.0
1198|держу|держал|держал|VERB|1154|61|28||||1|1.0
1199|не|не|не|PRCL|1155|61|29||||39|1.0
1200|в|в|в|NOUN|1156|61|30|BADW|||85|3.0
1201|лоб|лоб|лоб|NOUN|1157|61|31||||4|1.0
1202|как|как|как|ADVB|1158|61|32|BADW|||19|1.0
1203|танк|танк|танк|NOUN|1159|61|33|SPEC|||20|1.0
1204|за|за|за|PREP|1160|61|34|BADW|||5|1.0
1205|10м|10 млн|10 млн|NUSR|1161|61|35|NUSR|46||1|1.0
1206|10|10|10|NUMB|1161|61|35|NUMB|||3|1.0
1207|млн|млн|млн|NOUN|1162|61|36||||2|1.0
1208|убитый|убитых|убитых|ADJF|1163|61|37||||1|1.0
1209|енот|енотов|енотов|NOUN|1164|61|38||||1|1.0
1210|,|,|,|PNCT|1165|61|39|PNCT|||239|4.0
1211|а|а|а|CONJ|1166|61|40|BADW|||36|1.0
1212|в|в|в|NOUN|1167|61|41|BADW|||85|3.0
1213|любая|любую|любую|NPRO|1168|61|42|BADW|||1|1.0
1214|точка|точку|точку|NOUN|1169|61|43||||1|1.0
1215|.|.|.|PNCT|1170|61|44|PNCT|||156|1.0
1216|инкаминг|инкаминг|Инкаминг|UNKN|1171|62|1|UNKN|||1|1.0
1217|писать|писать|писать|INFN|1172|62|2||||1|1.0
1218|ещё|ещё|ещё|ADVB|1173|62|3|BADW|||17|1.0
1219|раз|раз|раз|CONJ|1174|62|4|BADW|||12|1.0
1220|не|не|не|PRCL|1175|62|5||||39|1.0
1221|есть|буду|буду|VERB|1176|62|6|BADW|||34|1.0
1222|,|,|,|PNCT|1177|62|7|PNCT|||239|1.0
1223|этот|это|это|ADJF|1178|62|8|BADW|||50|1.0
1224|было|было|было|PRCL|1179|62|9|BADW|||4|1.0
1225|в|в|в|NOUN|1180|62|10|BADW|||85|1.0
1226|прошлое|прошлом|прошлом|NOUN|1181|62|11||||1|1.0
1227|выпуск|выпуске|выпуске|NOUN|1182|62|12||||2|1.0
1228|.|.|.|PNCT|1183|62|13|PNCT|||156|1.0
1229|я|я|Я|NPRO|1184|63|1|BADW|||6|1.0
1230|просто|просто|просто|PRCL|1185|63|2|BADW|||5|1.0
1231|оставил|оставлю|оставлю|VERB|1186|63|3||||2|1.0
1232|этот|это|это|ADJF|1187|63|4|BADW|||50|1.0
1233|здесь|здесь|здесь|ADVB|1188|63|5|BADW|||3|1.0
1234|,|,|,|PNCT|1189|63|6|PNCT|||239|2.0
1235|мрап|мрап|МРАП|ABVR|1190|63|7|SPEC|||6|1.0
1236|дороже|дороже|дороже|COMP|1191|63|8||||2|2.0
1237|танк|танков|танков|NOUN|1192|63|9|SPEC|||20|1.0
1238|,|,|,|PNCT|1193|63|10|PNCT|||239|2.0
1239|как|как|как|ADVB|1194|63|11|BADW|||19|1.0
1240|и|и|и|PRCL|1195|63|12|BADW|||104|2.0
1241|бмп|бмп|БМП|ABVR|1196|63|13|SPEC|||2|1.0
1242|и|и|и|PRCL|1197|63|14|BADW|||104|2.0
1243|бтр|бтр|БТР|ABVR|1198|63|15|SPEC|||5|1.0
1244|дороже|дороже|дороже|COMP|1199|63|16||||2|2.0
1245|зачастую|зачастую|зачастую|ADVB|1200|63|17|BADW|||1|1.0
1246|чем|чем|чем|CONJ|1201|63|18|BADW|||11|1.0
1247|т72|т72|Т72|DSNU|1202|63|19|DSNU|||1|1.0
1248|с|с|с|NOUN|1203|63|20|BADW|||27|1.0
1249|неплохой|неплохим|неплохим|ADJF|1204|63|21||||1|1.0
1250|обвес|обвесом|обвесом|NOUN|1205|63|22||||1|1.0
1251|.|.|.|PNCT|1206|63|23|PNCT|||156|1.0
1252|но|но|Но|INTJ|1207|64|1|BADW|||13|1.0
1253|,|,|,|PNCT|1208|64|2|PNCT|||239|8.0
1254|а|а|а|CONJ|1209|64|3|BADW|||36|3.0
1255|ну|ну|ну|PRCL|1210|64|4|BADW|||5|1.0
1256|тогда|тогда|тогда|ADVB|1211|64|5|BADW|||4|1.0
1257|окей|ок|ок|PRCL|1212|64|6|BADW|||1|1.0
1258|,|,|,|PNCT|1213|64|7|PNCT|||239|8.0
1259|вон|вон|вон|PRCL|1214|64|8|BADW|||1|1.0
1260|есть|был|был|VERB|1215|64|9|BADW|||34|2.0
1261|танк|танк|танк|NOUN|1216|64|10|SPEC|||20|1.0
1262|на|на|на|PRCL|1217|64|11|BADW|||65|3.0
1263|25т|25т|25т|NUSR|1218|64|12|NUSR|||7|1.0
1264|,|,|,|PNCT|1219|64|13|PNCT|||239|8.0
1265|на|на|на|PRCL|1220|64|14|BADW|||65|3.0
1267|15|15|15|NUMB|1221|64|15|NUMB|||6|1.0
1266|15т|15 трупов|15 трупов|NUSR|1221|64|15|NUSR|47||2|1.0
1268|труп|трупов|трупов|NOUN|1222|64|16||||4|1.0
1269|в|в|в|NOUN|1223|64|17|BADW|||85|2.0
1270|блог|блоге|блоге|NOUN|1224|64|18||||6|1.0
